mainlocation,sublocation,neighborhood,frontage,purpose,size,streetwidth,pricepermeter
الرياض,شمال الرياض,حي الملقا,جنوب,سكني,920 ,20 ,4500 
الرياض,شمال الرياض,حي الملقا,شمال,سكني,400 ,18 ,4500 
الرياض,شمال الرياض,حي الياسمين,غرب,سكني,375 ,20 ,4000 
الرياض,شمال الرياض,حي النرجس,شرق,سكني,900 ,15 ,2700 
الرياض,شمال الرياض,حي بنبان,جنوب,سكني,750 ,20 ,733 
الرياض,شمال الرياض,حي الملقا,شمال غربي,سكني,1120 ,25 ,4600 
الرياض,شمال الرياض,حي النرجس,4 شوارع,سكني,10680 ,20 ,3300 
الرياض,شمال الرياض,حي حطين,شمال غربي,سكني,810 ,15 ,4500 
الرياض,شمال الرياض,حي المرسلات,جنوب غربي,سكني,1786 ,20 ,3000 
الرياض,شمال الرياض,حي الملقا,جنوب شرقي,سكني,1764 ,30 ,2800 
الرياض,شمال الرياض,حي الغدير,جنوب غربي,سكني,1176 ,20 ,5000 
الرياض,شمال الرياض,حي الملقا,جنوب,سكني,990 ,20 ,4300 
الرياض,شمال الرياض,حي بنبان,جنوب,سكني,437 ,15 ,675 
الرياض,شمال الرياض,حي الملقا,3 شوارع,تجاري,7396 ,60 ,7500 
الرياض,شمال الرياض,حي بنبان,غرب,غير محدد,375 ,20 ,780 
الرياض,شمال الرياض,حي النرجس,شمال شرقي,سكني,1050 ,15 ,2300 
الرياض,شمال الرياض,حي النرجس,شمال غربي,سكني,1050 ,15 ,3500 
الرياض,شمال الرياض,حي القيروان,شمال غربي,سكني,3232 ,30 ,3100 
الرياض,شمال الرياض,حي النرجس,شمال غربي,سكني,750 ,15 ,2500 
الرياض,شمال الرياض,حي الفلاح,جنوب,سكني,560 ,15 ,3300 
الرياض,شمال الرياض,حي الفلاح,جنوب غربي,سكني,680 ,19 ,3250 
الرياض,شمال الرياض,حي الصحافة,شمال غربي,تجاري,925 ,40 ,8000 
الرياض,شمال الرياض,حي الملقا,3 شوارع,غير محدد,3600 ,60 ,10500 
الرياض,شمال الرياض,حي بنبان,جنوب,غير محدد,750 ,15 ,666 
الرياض,شمال الرياض,حي الياسمين,شمال,سكني,370 ,20 ,3908 
الرياض,شمال الرياض,حي حطين,شرق,سكني,1350 ,60 ,3800 
الرياض,شمال الرياض,حي الملقا,شرق,سكني,875 ,25 ,4400 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,غير محدد,2912 ,18 ,3500 
الرياض,شمال الرياض,حي الياسمين,3 شوارع,تجاري,3041 ,36 ,4100 
الرياض,شمال الرياض,حي حطين,شرق,سكني,437 ,15 ,3700 
الرياض,شمال الرياض,حي الياسمين,شمال,غير محدد,600 ,15 ,3833 
الرياض,شمال الرياض,حي العارض,شرق,سكني,955 ,15 ,2000 
الرياض,شمال الرياض,حي العارض,جنوب,سكني,375 ,15 ,2500 
الرياض,شمال الرياض,حي حطين,شمال,سكني,2630 ,20 ,4000 
الرياض,شمال الرياض,حي الملقا,جنوب,سكني,450 ,20 ,3900 
الرياض,شمال الرياض,حي الملقا,شرق,تجاري,1800 ,60 ,7000 
الرياض,شمال الرياض,حي الفلاح,جنوب,غير محدد,560 ,15 ,3300 
الرياض,شمال الرياض,حي الربيع,شرق,سكني,546 ,15 ,3600 
الرياض,شمال الرياض,حي النرجس,جنوب غربي,تجاري,1200 ,80 ,6000 
الرياض,شمال الرياض,حي القيروان,شمال,سكني,3240 ,30 ,3000 
الرياض,شمال الرياض,حي حطين,3 شوارع,سكني,6055 ,20 ,5000 
الرياض,شمال الرياض,حي المروج,3 شوارع,سكني,3250 ,20 ,3384 
الرياض,شمال الرياض,حي الياسمين,شمال,سكني,375 ,15 ,2950 
الرياض,شمال الرياض,حي النرجس,جنوب شرقي,سكني,1050 ,25 ,3200 
الرياض,شمال الرياض,حي النخيل,غرب,سكني,600 ,15 ,4500 
الرياض,شمال الرياض,حي بنبان,غرب,غير محدد,750 ,25 ,773 
الرياض,شمال الرياض,حي القيروان,شمال غربي,سكني,1030 ,15 ,1100 
الرياض,شمال الرياض,حي المغرزات,شرق,سكني,705 ,15 ,3600 
الرياض,شمال الرياض,حي النرجس,غرب,سكني,450 ,15 ,3000 
الرياض,شمال الرياض,حي الملقا,جنوب شرقي,سكني,1755 ,15 ,3400 
الرياض,شمال الرياض,حي الياسمين,3 شوارع,سكني,1458 ,15 ,3600 
الرياض,شمال الرياض,حي الرحمانية,جنوب غربي,سكني,732 ,20 ,4200 
الرياض,شمال الرياض,حي الملقا,غرب,تجاري,900 ,60 ,8000 
الرياض,شمال الرياض,حي النرجس,شرق,سكني,456 ,20 ,3450 
الرياض,شمال الرياض,حي بنبان,شمال,سكني,375 ,15 ,786 
الرياض,شمال الرياض,حي بنبان,شمال,سكني,875 ,20 ,1029 
الرياض,شمال الرياض,حي الياسمين,جنوب شرقي,سكني,1456 ,20 ,4000 
الرياض,شمال الرياض,حي العقيق,شمال,غير محدد,225 ,20 ,4000 
الرياض,شمال الرياض,حي بنبان,جنوب,غير محدد,500 ,15 ,1092 
الرياض,شمال الرياض,حي بنبان,شمال,سكني,379 ,20 ,804 
الرياض,شمال الرياض,حي المصيف,شرق,تجاري,506 ,30 ,3656 
الرياض,شمال الرياض,حي المروج,شرق,سكني,1020 ,15 ,3000 
الرياض,شمال الرياض,حي العقيق,شرق,سكني,900 ,15 ,3600 
الرياض,شمال الرياض,حي بنبان,شمال,غير محدد,397 ,15 ,755 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,900 ,20 ,4200 
الرياض,شمال الرياض,حي الياسمين,3 شوارع,سكني,1458 ,15 ,3600 
الرياض,شمال الرياض,حي النرجس,غرب,سكني,810 ,15 ,2900 
الرياض,شمال الرياض,حي المصيف,شرق,تجاري,1437 ,60 ,6000 
الرياض,شمال الرياض,حي الملقا,جنوب شرقي,سكني,1755 ,15 ,2700 
الرياض,شمال الرياض,حي العارض,3 شوارع,سكني,1836 ,20 ,2100 
الرياض,شمال الرياض,حي القيروان,شرق,سكني,450 ,20 ,2700 
الرياض,شمال الرياض,حي بنبان,شمال,غير محدد,375 ,15 ,854 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,600 ,15 ,2500 
الرياض,شمال الرياض,حي الملقا,3 شوارع,سكني,6400 ,28 ,4500 
الرياض,شمال الرياض,حي الملقا,جنوب,سكني,920 ,20 ,4300 
الرياض,شمال الرياض,حي الملقا,شمال غربي,سكني,726 ,15 ,3800 
الرياض,شمال الرياض,حي بنبان,شرق,غير محدد,800 ,20 ,1000 
الرياض,شمال الرياض,حي النرجس,غرب,تجاري,900 ,80 ,5750 
الرياض,شمال الرياض,حي العارض,جنوب شرقي,تجاري,1628 ,30 ,2000 
الرياض,شمال الرياض,حي بنبان,3 شوارع,تجاري,1600 ,غير محدد,1625 
الرياض,شمال الرياض,حي النرجس,شمال غربي,سكني,900 ,20 ,2800 
الرياض,شمال الرياض,حي بنبان,جنوب,سكني,800 ,20 ,937 
الرياض,شمال الرياض,حي الملقا,غرب,سكني,400 ,18 ,4350 
الرياض,شمال الرياض,حي الملقا,شرق,غير محدد,800 ,20 ,4300 
الرياض,شمال الرياض,حي الملقا,شمال غربي,سكني,1930 ,28 ,4100 
الرياض,شمال الرياض,حي حطين,جنوب غربي,تجاري,5100 ,15 ,10000 
الرياض,شمال الرياض,حي النخيل,جنوب غربي,غير محدد,1617 ,30 ,4500 
الرياض,شمال الرياض,حي الوادي,جنوب,غير محدد,621 ,20 ,3000 
الرياض,شمال الرياض,حي القيروان,شرق,سكني,300 ,20 ,2959 
الرياض,شمال الرياض,حي العارض,شمال,تجاري,870 ,80 ,4000 
الرياض,شمال الرياض,حي الملقا,شمال,سكني,960 ,28 ,4500 
الرياض,شمال الرياض,حي النفل,جنوب,سكني أو تجاري,1500 ,35 ,4500 
الرياض,شمال الرياض,حي الوادي,جنوب,سكني,621 ,20 ,3000 
الرياض,شمال الرياض,حي بنبان,شمال,تجاري,10000 ,40 ,400 
الرياض,شمال الرياض,حي حطين,غرب,سكني,675 ,25 ,4300 
الرياض,شمال الرياض,حي الندى,شمال,سكني,300 ,15 ,3800 
الرياض,شمال الرياض,حي الملقا,3 شوارع,سكني,6585 ,25 ,3800 
الرياض,شمال الرياض,حي بنبان,شمال,غير محدد,750 ,15 ,880 
الرياض,شمال الرياض,حي النرجس,شرق,سكني,390 ,12 ,3000 
الرياض,شمال الرياض,حي الملقا,4 شوارع,سكني,10048 ,20 ,4000 
الرياض,شمال الرياض,حي الملقا,شمال غربي,سكني,2050 ,28 ,4200 
الرياض,شمال الرياض,حي النرجس,3 شوارع,تجاري,1611 ,60 ,4300 
الرياض,شمال الرياض,حي الياسمين,4 شوارع,سكني,10500 ,غير محدد,3600 
الرياض,شمال الرياض,حي المروج,شرق,سكني,1020 ,16 ,3000 
الرياض,شمال الرياض,حي النرجس,شمال,سكني,497 ,18 ,3500 
الرياض,شمال الرياض,حي الياسمين,4 شوارع,غير محدد,7420 ,غير محدد,3350 
الرياض,شمال الرياض,حي العارض,جنوب غربي,سكني أو تجاري,1080 ,30 ,2300 
الرياض,شمال الرياض,حي الملقا,جنوب شرقي,سكني,1720 ,18 ,4200 
الرياض,شمال الرياض,حي النرجس,شرق,سكني,500 ,20 ,2600 
الرياض,شمال الرياض,حي الملقا,شمال,سكني,500 ,18 ,4400 
الرياض,شمال الرياض,حي السليمانية,جنوب,سكني,3000 ,12 ,2900 
الرياض,شمال الرياض,حي بنبان,جنوب,سكني,750 ,25 ,961 
الرياض,شمال الرياض,حي بنبان,غرب,غير محدد,750 ,30 ,773 
الرياض,شمال الرياض,حي الفلاح,غرب,تجاري,1200 ,36 ,4800 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,1200 ,15 ,2600 
الرياض,شمال الرياض,حي الندى,4 شوارع,سكني,12000 ,غير محدد,3400 
الرياض,شمال الرياض,حي حطين,شمال,سكني,875 ,20 ,4200 
الرياض,شمال الرياض,حي الملقا,غرب,سكني,525 ,20 ,4500 
الرياض,شمال الرياض,حي النرجس,4 شوارع,سكني أو تجاري,17500 ,60 ,4500 
الرياض,شمال الرياض,حي الربيع,شمال غربي,سكني,982 ,15 ,3900 
الرياض,شمال الرياض,حي السليمانية,غرب,سكني,613 ,15 ,3100 
الرياض,شمال الرياض,حي القيروان,جنوب,غير محدد,3240 ,15 ,3200 
الرياض,شمال الرياض,حي الملقا,جنوب,سكني,540 ,15 ,4700 
الرياض,شمال الرياض,حي حطين,شمال,سكني,750 ,15 ,4100 
الرياض,شمال الرياض,حي الربيع,غرب,سكني,375 ,15 ,4200 
الرياض,شمال الرياض,حي الملقا,غرب,تجاري,2000 ,60 ,8500 
الرياض,شمال الرياض,حي العارض,3 شوارع,تجاري,3885 ,100 ,9000 
الرياض,شمال الرياض,حي الملقا,شمال غربي,غير محدد,726 ,15 ,4000 
الرياض,شمال الرياض,حي الملقا,3 شوارع,سكني,6585 ,25 ,3800 
الرياض,شمال الرياض,حي الصحافة,جنوب,سكني,780 ,20 ,3550 
الرياض,شمال الرياض,حي الياسمين,جنوب,سكني,390 ,15 ,3700 
الرياض,شمال الرياض,حي الملقا,شمال غربي,سكني,780 ,20 ,4500 
الرياض,شمال الرياض,حي النرجس,شمال,سكني,300 ,18 ,2500 
الرياض,شمال الرياض,حي حطين,شمال,سكني,750 ,15 ,4200 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,1450 ,20 ,4000 
الرياض,شمال الرياض,حي حطين,جنوب,سكني,837 ,15 ,4300 
الرياض,شمال الرياض,حي الفلاح,غرب,سكني,800 ,20 ,3500 
الرياض,شمال الرياض,حي الصحافة,جنوب غربي,تجاري,1400 ,20 ,7500 
الرياض,شمال الرياض,حي الملقا,شمال,سكني,1100 ,20 ,4500 
الرياض,شمال الرياض,حي حطين,جنوب,سكني,375 ,20 ,4300 
الرياض,شمال الرياض,حي النرجس,4 شوارع,تجاري,3900 ,36 ,2800 
الرياض,شمال الرياض,حي حطين,3 شوارع,تجاري,2578 ,40 ,5000 
الرياض,شمال الرياض,حي الياسمين,غرب,سكني,325 ,15 ,3800 
الرياض,شمال الرياض,حي حطين,شمال,سكني,6540 ,20 ,4300 
الرياض,شمال الرياض,حي النرجس,غرب,سكني,312 ,15 ,3000 
الرياض,شمال الرياض,حي التعاون,شرق,سكني,625 ,15 ,3700 
الرياض,شمال الرياض,حي الملقا,شمال غربي,غير محدد,900 ,20 ,4000 
الرياض,شمال الرياض,حي العقيق,شمال,سكني,575 ,15 ,3478 
الرياض,شمال الرياض,حي القيروان,شمال,سكني,600 ,15 ,2600 
الرياض,شمال الرياض,حي الياسمين,شمال,سكني,1500 ,15 ,3500 
الرياض,شمال الرياض,حي العارض,جنوب,سكني,448 ,15 ,2200 
الرياض,شمال الرياض,حي النرجس,شمال,سكني,660 ,15 ,2500 
الرياض,شمال الرياض,حي الصحافة,3 شوارع,تجاري,8000 ,80 ,9500 
الرياض,شمال الرياض,حي حطين,شرق,سكني أو تجاري,3000 ,15 ,4900 
الرياض,شمال الرياض,حي بنبان,جنوب,تجاري,625 ,30 ,1000 
الرياض,شمال الرياض,حي الياسمين,غرب,سكني,325 ,15 ,3800 
الرياض,شمال الرياض,حي العقيق,غرب,سكني,900 ,20 ,3050 
الرياض,شمال الرياض,حي العارض,جنوب شرقي,تجاري,44421 ,80 ,3000 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,1200 ,15 ,2700 
الرياض,شمال الرياض,حي الملقا,غرب,سكني,900 ,20 ,4100 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,875 ,15 ,2860 
الرياض,شمال الرياض,حي بنبان,شمال,غير محدد,375 ,20 ,854 
الرياض,شمال الرياض,حي بنبان,شمال غربي,سكني,360 ,20 ,1138 
الرياض,شمال الرياض,حي الصحافة,غرب,سكني,405 ,15 ,3350 
الرياض,شمال الرياض,حي الياسمين,شمال,سكني,367 ,20 ,4000 
الرياض,شمال الرياض,حي الورود,غرب,سكني,910 ,20 ,2900 
الرياض,شمال الرياض,حي الملقا,جنوب غربي,سكني,900 ,25 ,4700 
الرياض,شمال الرياض,حي المصيف,شرق,تجاري,506 ,30 ,3656 
الرياض,شمال الرياض,حي المروج,شرق,سكني,1020 ,15 ,3000 
الرياض,شمال الرياض,حي العارض,شرق,سكني,480 ,20 ,2500 
الرياض,شمال الرياض,حي بنبان,جنوب,غير محدد,4752 ,20 ,650 
الرياض,شمال الرياض,حي العارض,جنوب,سكني,448 ,20 ,2700 
الرياض,شمال الرياض,حي النرجس,3 شوارع,سكني,380 ,15 ,3000 
الرياض,شمال الرياض,حي الربيع,جنوب,سكني,600 ,20 ,4200 
الرياض,شمال الرياض,حي النرجس,3 شوارع,سكني,1800 ,15 ,3200 
الرياض,شمال الرياض,حي الملقا,3 شوارع,سكني,3800 ,25 ,4000 
الرياض,شمال الرياض,حي بنبان,جنوب,غير محدد,1680 ,20 ,800 
الرياض,شمال الرياض,حي بنبان,3 شوارع,سكني أو تجاري,12628 ,20 ,712 
الرياض,شمال الرياض,حي بنبان,شمال شرقي,غير محدد,510 ,15 ,784 
الرياض,شمال الرياض,حي النخيل,غرب,سكني,750 ,15 ,4500 
الرياض,شمال الرياض,حي بنبان,شرق,سكني,367 ,20 ,776 
الرياض,شمال الرياض,حي الملقا,جنوب,سكني أو تجاري,900 ,25 ,4200 
الرياض,شمال الرياض,حي العليا,جنوب,تجاري,8200 ,30 ,4700 
الرياض,شمال الرياض,حي بنبان,جنوب غربي,غير محدد,882 ,20 ,680 
الرياض,شمال الرياض,حي العارض,شمال شرقي,سكني أو تجاري,432 ,30 ,2314 
الرياض,شمال الرياض,حي الياسمين,3 شوارع,سكني أو تجاري,6200 ,80 ,7000 
الرياض,شمال الرياض,حي الرحمانية,3 شوارع,سكني,2100 ,20 ,4400 
الرياض,شمال الرياض,حي العارض,جنوب,تجاري,1774 ,60 ,3500 
الرياض,شمال الرياض,حي بنبان,شمال,تجاري,735 ,40 ,816 
الرياض,شمال الرياض,حي المحمدية,4 شوارع,سكني,7710 ,20 ,4000 
الرياض,شمال الرياض,حي الملقا,3 شوارع,سكني,6600 ,25 ,4000 
الرياض,شمال الرياض,حي الندى,شرق,سكني,387 ,12 ,3800 
الرياض,شمال الرياض,حي العقيق,شمال,سكني,575 ,15 ,3478 
الرياض,شمال الرياض,حي الربيع,3 شوارع,سكني,1140 ,20 ,4000 
الرياض,شمال الرياض,حي الوادي,غرب,سكني,780 ,15 ,3500 
الرياض,شمال الرياض,حي النرجس,4 شوارع,سكني أو تجاري,3000 ,36 ,3300 
الرياض,شمال الرياض,حي بنبان,شمال,سكني,589 ,15 ,781 
الرياض,شمال الرياض,حي حطين,شرق,سكني,496 ,15 ,3800 
الرياض,شمال الرياض,حي حطين,شرق,سكني,2587 ,60 ,3800 
الرياض,شمال الرياض,حي الملك فهد,شرق,سكني,660 ,12 ,2800 
الرياض,شمال الرياض,حي النفل,3 شوارع,سكني أو تجاري,6380 ,35 ,4000 
الرياض,شمال الرياض,حي الملقا,غرب,سكني,1050 ,20 ,4600 
الرياض,شمال الرياض,حي حطين,جنوب,سكني,837 ,15 ,4100 
الرياض,شمال الرياض,حي النرجس,4 شوارع,سكني,1800 ,15 ,3000 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,900 ,20 ,3100 
الرياض,شمال الرياض,حي العارض,شرق,تجاري,1975 ,36 ,3000 
الرياض,شمال الرياض,حي النرجس,شرق,سكني,780 ,12 ,2850 
الرياض,شمال الرياض,حي النرجس,شمال,سكني,1100 ,20 ,3200 
الرياض,شمال الرياض,حي حطين,شمال,سكني,364 ,15 ,4300 
الرياض,شمال الرياض,حي حطين,جنوب,سكني,384 ,15 ,4100 
الرياض,شمال الرياض,حي حطين,شمال غربي,سكني,2800 ,20 ,4000 
الرياض,شمال الرياض,حي الملقا,3 شوارع,تجاري,3900 ,36 ,6000 
الرياض,شمال الرياض,حي بنبان,جنوب,غير محدد,500 ,15 ,1050 
الرياض,شمال الرياض,حي الياسمين,شرق,تجاري,4837 ,60 ,4300 
الرياض,شمال الرياض,حي النرجس,4 شوارع,تجاري,2400 ,غير محدد,3700 
الرياض,شمال الرياض,حي الياسمين,شمال غربي,سكني,840 ,15 ,3600 
الرياض,شمال الرياض,حي بنبان,شرق,غير محدد,367 ,20 ,844 
الرياض,شمال الرياض,حي النرجس,3 شوارع,سكني,995 ,18 ,3000 
الرياض,شمال الرياض,حي النرجس,3 شوارع,سكني أو تجاري,346000 ,60 ,350 
الرياض,شمال الرياض,حي المؤتمرات,3 شوارع,سكني,1200 ,20 ,4167 
الرياض,شمال الرياض,حي العارض,غرب,سكني أو تجاري,425 ,30 ,2350 
الرياض,شمال الرياض,حي حطين,جنوب شرقي,سكني,1575 ,16 ,4200 
الرياض,شمال الرياض,حي الوادي,شمال,سكني,325 ,15 ,3200 
الرياض,شمال الرياض,حي حطين,شمال,سكني,750 ,15 ,4300 
الرياض,شمال الرياض,حي حطين,جنوب,سكني,837 ,15 ,4000 
الرياض,شمال الرياض,حي الواحة,شمال,سكني,864 ,15 ,4000 
الرياض,شمال الرياض,حي العارض,شرق,سكني,876 ,15 ,2400 
الرياض,شمال الرياض,حي العقيق,شمال شرقي,سكني,5610 ,20 ,4000 
الرياض,شمال الرياض,حي بنبان,شمال,سكني,375 ,25 ,946 
الرياض,شمال الرياض,حي حطين,جنوب,سكني,1200 ,36 ,4600 
الرياض,شمال الرياض,حي الصحافة,غرب,سكني,375 ,15 ,3800 
الرياض,شمال الرياض,حي المغرزات,شرق,سكني,600 ,15 ,3300 
الرياض,شمال الرياض,حي المصيف,3 شوارع,سكني أو تجاري,1690 ,35 ,3700 
الرياض,شمال الرياض,حي بنبان,جنوب,غير محدد,420 ,20 ,905 
الرياض,شمال الرياض,حي العقيق,3 شوارع,سكني,625 ,20 ,3500 
الرياض,شمال الرياض,حي النرجس,جنوب غربي,تجاري,900 ,30 ,3500 
الرياض,شمال الرياض,حي المصيف,غرب,تجاري,910 ,36 ,3900 
الرياض,شمال الرياض,حي الصحافة,جنوب غربي,سكني,676 ,15 ,3400 
الرياض,شمال الرياض,حي الياسمين,3 شوارع,غير محدد,1458 ,14 ,3600 
الرياض,شمال الرياض,حي العقيق,جنوب,سكني,940 ,21 ,2900 
الرياض,شمال الرياض,حي الصحافة,غرب,سكني أو تجاري,1200 ,20 ,8000 
الرياض,شمال الرياض,حي العقيق,شمال شرقي,سكني,1030 ,20 ,2912 
الرياض,شمال الرياض,حي الملقا,4 شوارع,سكني أو تجاري,27100 ,100 ,3000 
الرياض,شمال الرياض,حي الندى,4 شوارع,سكني,12050 ,15 ,3200 
الرياض,شمال الرياض,حي النرجس,شرق,سكني,900 ,20 ,3400 
الرياض,شمال الرياض,حي النرجس,شمال,سكني,435 ,15 ,3200 
الرياض,شمال الرياض,حي الملقا,جنوب غربي,سكني,1050 ,25 ,4500 
الرياض,شمال الرياض,حي الرحمانية,جنوب غربي,سكني,1650 ,10 ,3700 
الرياض,شمال الرياض,حي الغدير,3 شوارع,سكني,3530 ,30 ,8000 
الرياض,شمال الرياض,حي النرجس,شمال,سكني,552 ,15 ,3150 
الرياض,شمال الرياض,حي العارض,3 شوارع,سكني,2700 ,20 ,2500 
الرياض,شمال الرياض,حي بنبان,شمال,سكني,375 ,25 ,840 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,1200 ,15 ,2650 
الرياض,شمال الرياض,حي النرجس,شرق,سكني,390 ,12 ,2850 
الرياض,شمال الرياض,حي النخيل,غرب,سكني,750 ,15 ,4500 
الرياض,شمال الرياض,حي الملقا,شمال,سكني,375 ,18 ,4100 
الرياض,شمال الرياض,حي الملقا,3 شوارع,سكني,2160 ,25 ,5000 
الرياض,شمال الرياض,حي العليا,جنوب,سكني,425 ,10 ,3059 
الرياض,شمال الرياض,حي النرجس,شرق,سكني,900 ,15 ,3000 
الرياض,شمال الرياض,حي النرجس,شمال,تجاري,1225 ,60 ,4000 
الرياض,شمال الرياض,حي بنبان,شرق,سكني,875 ,25 ,1051 
الرياض,شمال الرياض,حي بنبان,شرق,غير محدد,875 ,25 ,750 
الرياض,شمال الرياض,حي العقيق,3 شوارع,تجاري,2500 ,30 ,4000 
الرياض,شمال الرياض,حي الياسمين,شمال,سكني,420 ,15 ,3600 
الرياض,شمال الرياض,حي الفلاح,غرب,سكني,455 ,14 ,3700 
الرياض,شمال الرياض,حي الياسمين,غرب,سكني,375 ,15 ,3500 
الرياض,شمال الرياض,حي بنبان,شرق,غير محدد,405 ,10 ,888 
الرياض,شمال الرياض,حي الملقا,4 شوارع,غير محدد,600 ,15 ,3000 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,سكني,9897 ,28 ,4700 
الرياض,شمال الرياض,حي بنبان,شرق,سكني,1113 ,20 ,809 
الرياض,شمال الرياض,حي النرجس,غرب,سكني,900 ,20 ,2700 
الرياض,شمال الرياض,حي العليا,شمال,سكني,600 ,14 ,2833 
الرياض,شمال الرياض,حي النرجس,شرق,سكني,450 ,15 ,3100 
الرياض,شمال الرياض,حي الملقا,شمال غربي,سكني,900 ,20 ,4000 
الرياض,شمال الرياض,حي القيروان,3 شوارع,غير محدد,7257 ,80 ,5868 
الرياض,شمال الرياض,حي الملقا,شمال,سكني,399 ,18 ,4500 
الرياض,شمال الرياض,حي حطين,شرق,سكني,437 ,15 ,3700 
الرياض,شمال الرياض,حي المصيف,جنوب غربي,تجاري,3705 ,20 ,9446 
الرياض,شمال الرياض,حي المصيف,3 شوارع,سكني,2000 ,15 ,2700 
الرياض,شمال الرياض,حي الياسمين,شمال غربي,سكني,375 ,15 ,3800 
الرياض,شمال الرياض,حي التعاون,شمال,سكني,375 ,15 ,4000 
الرياض,شمال الرياض,حي الوادي,جنوب,سكني,621 ,20 ,3000 
الرياض,شمال الرياض,حي الملقا,شمال غربي,سكني,2050 ,28 ,3800 
الرياض,شمال الرياض,حي الملقا,جنوب,سكني,978 ,25 ,4100 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,588 ,15 ,2500 
الرياض,شمال الرياض,حي الملقا,جنوب,سكني,1755 ,15 ,3350 
الرياض,شمال الرياض,حي النرجس,غرب,تجاري,1050 ,30 ,3000 
الرياض,شمال الرياض,حي بنبان,جنوب,غير محدد,750 ,15 ,800 
الرياض,شمال الرياض,حي الملقا,جنوب غربي,سكني,1530 ,15 ,4500 
الرياض,شمال الرياض,حي حطين,جنوب غربي,سكني,1100 ,15 ,5000 
الرياض,شمال الرياض,حي الملقا,شمال غربي,سكني,900 ,20 ,3700 
الرياض,شمال الرياض,حي بنبان,جنوب,غير محدد,750 ,20 ,866 
الرياض,شمال الرياض,حي الرحمانية,جنوب غربي,سكني,1650 ,10 ,4000 
الرياض,شمال الرياض,حي الملقا,شمال غربي,سكني,780 ,20 ,4500 
الرياض,شمال الرياض,حي الملقا,شمال شرقي,غير محدد,1089 ,15 ,3800 
الرياض,شمال الرياض,حي السليمانية,شمال غربي,سكني,420 ,15 ,3700 
الرياض,شمال الرياض,حي النرجس,شرق,سكني,625 ,20 ,3500 
الرياض,شمال الرياض,حي النرجس,جنوب,سكني,900 ,15 ,2900 
الرياض,شمال الرياض,حي بنبان,جنوب,سكني,595 ,15 ,739 
الرياض,شمال الرياض,حي حطين,شمال,غير محدد,5100 ,100 ,9900 
الرياض,شمال الرياض,حي الصحافة,شمال,سكني,550 ,10 ,3100 
الرياض,شمال الرياض,حي النرجس,جنوب شرقي,سكني,1700 ,20 ,3000 
الرياض,شمال الرياض,حي الملقا,3 شوارع,سكني,400 ,20 ,4500 
الرياض,شمال الرياض,حي النخيل,شرق,سكني,1035 ,20 ,3600 
الرياض,شمال الرياض,حي النرجس,3 شوارع,سكني,1700 ,15 ,3000 
الرياض,شمال الرياض,حي بنبان,شرق,سكني,720 ,20 ,972 
الرياض,شمال الرياض,حي الملقا,شمال غربي,سكني,2050 ,28 ,4200 
الرياض,شمال الرياض,حي العقيق,شمال,سكني,450 ,20 ,3900 
الرياض,شمال الرياض,حي الملقا,شرق,سكني,875 ,20 ,3950 
الرياض,شمال الرياض,حي الرحمانية,جنوب غربي,سكني,1650 ,10 ,3800 
الرياض,شمال الرياض,حي الملقا,شرق,سكني,437 ,25 ,4500 
الرياض,شمال الرياض,حي حطين,شمال,سكني,1500 ,25 ,5000 
الرياض,شمال الرياض,حي بنبان,شمال,سكني,382 ,15 ,916 
الرياض,شمال الرياض,حي الياسمين,جنوب شرقي,سكني,375 ,15 ,4000 
الرياض,شمال الرياض,حي الصحافة,4 شوارع,سكني,8480 ,14 ,3450 
الرياض,شمال الرياض,حي النرجس,شرق,سكني,750 ,15 ,2500 
الرياض,شمال الرياض,حي الملقا,شمال غربي,سكني,750 ,20 ,3700 
الرياض,شمال الرياض,حي الملقا,جنوب غربي,تجاري,900 ,36 ,5500 
الرياض,شمال الرياض,حي الوادي,جنوب,سكني,621 ,20 ,3000 
الرياض,شمال الرياض,حي المرسلات,جنوب غربي,سكني,1768 ,20 ,3000 
الرياض,شمال الرياض,حي بنبان,شمال,سكني,735 ,20 ,850 
الرياض,شمال الرياض,حي الملقا,شمال,سكني,687 ,20 ,4200 
الرياض,شمال الرياض,حي الياسمين,شرق,سكني أو تجاري,1647 ,60 ,7000 
الرياض,شمال الرياض,حي حطين,شرق,سكني,469 ,15 ,3800 
الرياض,شمال الرياض,حي النرجس,شمال غربي,سكني,900 ,15 ,3300 
الرياض,شمال الرياض,حي النرجس,شرق,سكني,450 ,15 ,3000 
الرياض,شمال الرياض,حي الملقا,شرق,سكني,525 ,15 ,4400 
الرياض,شمال الرياض,حي الربيع,جنوب,سكني,510 ,15 ,3900 
